task_id,workload,difficulty,ambiguity,decomposition_need,tool_need,code_need,delegation_need,verification_need,cost_budget,latency_budget_s
data_analysis-000,data_analysis,1,0.11358829360271774,0.2070599424819815,0.2587578776156253,0.7034113563865355,0.3975002938246377,0.3388184252534799,8.0,90.0
data_analysis-001,data_analysis,2,0.38434767751259397,0.5030153261925432,0.3407795109622737,0.8941866912415952,0.29640572742522403,0.7077694962046019,8.0,90.0
data_analysis-002,data_analysis,3,0.5360227246845691,0.6330129790793089,0.41076042324712503,0.6774670396839635,0.3846021403399246,0.45286827179506495,8.0,90.0
data_analysis-003,data_analysis,4,0.5403631449001871,0.5373274162839682,0.5798813441804189,0.9550890337313962,0.47219447133776965,0.5576123306051545,8.0,90.0
data_analysis-004,data_analysis,1,0.07831677625735754,0.6374561740417375,0.47215864910422284,0.8500679505480249,0.4673280620052289,0.5442937733147943,8.0,90.0
data_analysis-005,data_analysis,2,0.3689541299040592,0.3726972860457933,0.3412252684610513,0.6485609372243357,0.25122389905485637,0.7807374049901777,8.0,90.0
data_analysis-006,data_analysis,3,0.4357055983977951,0.5462116793878328,0.12986965078038826,0.912931166920232,0.2592711161862035,0.6086087482075548,8.0,90.0
data_analysis-007,data_analysis,4,0.6240396592773798,0.6053589081557431,0.4217275419355381,0.6707239718192939,0.385679374346693,0.827573395173083,8.0,90.0
data_analysis-008,data_analysis,1,0.17500559183290493,0.39301535546089855,0.4658773185486075,0.5768217161464606,0.1774830752760176,0.7506165600652376,8.0,90.0
data_analysis-009,data_analysis,2,0.36911903355696773,0.4614936174645019,0.07518806895433455,0.61476243438507,0.08699942595560917,0.36694385350765757,8.0,90.0
data_analysis-010,data_analysis,3,0.3949425444298305,0.7009123287740463,0.1687881901759935,0.8686548477016744,0.3125201612055769,0.6385565573137482,8.0,90.0
data_analysis-011,data_analysis,4,0.7169341492274999,0.7554606054798262,0.48583525367344665,0.8408981728341549,0.3672030181978766,0.9172323450432049,8.0,90.0
data_analysis-012,data_analysis,1,0.18045590704379716,0.4203161336891594,0.2873980265933287,0.782376965724741,0.12131363983507648,0.6874010013299547,8.0,90.0
data_analysis-013,data_analysis,2,0.20794622328849507,0.4419464530233081,0.5047250479532333,0.7190334157740003,0.16968707215727113,0.47701796773551736,8.0,90.0
data_analysis-014,data_analysis,3,0.5611623332497553,0.5853213548736336,0.41613660767924493,0.786613727076154,0.3389444044491563,0.6422587637600893,8.0,90.0
data_analysis-015,data_analysis,4,0.6138811212728577,0.4425552587682304,0.4152845689157252,0.868133390570817,0.5455867551906299,0.8564796383463944,8.0,90.0
data_analysis-016,data_analysis,1,0.22543995150897225,0.6011331110955027,0.4232014611738516,0.6058285535039587,0.4259058478917974,0.3366869950236791,8.0,90.0
data_analysis-017,data_analysis,2,0.402185546269371,0.5950420156203939,0.3200866664157478,0.728960352249334,0.5051341017449231,0.8261338923341652,8.0,90.0
data_analysis-018,data_analysis,3,0.5194123170196485,0.4970731245731479,0.1496475775858322,0.6907330700131642,0.32671037767130423,0.4458312725819148,8.0,90.0
data_analysis-019,data_analysis,4,0.7037228015119228,0.51815541888162,0.3971974070239093,0.6195162716961229,0.13260698456775516,0.742819996128196,8.0,90.0
data_analysis-020,data_analysis,1,0.2895280538830812,0.18903278324802852,0.40438530265834816,0.5714188057214726,0.2780373309726233,0.663427502462449,8.0,90.0
data_analysis-021,data_analysis,2,0.38468667553580366,0.5367385655554435,0.3802042430536845,0.5798804523241934,0.17922136718251297,0.6340327197845415,8.0,90.0
data_analysis-022,data_analysis,3,0.48110428416350415,0.7324677809353932,0.3634944586819284,0.9177363166865466,0.14493229383902106,0.5089638353622836,8.0,90.0
data_analysis-023,data_analysis,4,0.7044134190118543,0.7916387304594235,0.6104968967011065,0.8648606951932615,0.17471660426921742,0.7867774367336985,8.0,90.0
data_analysis-024,data_analysis,1,0.18480742121978003,0.5392189791143355,0.4650080707148805,0.6005021634239773,0.17351957436802717,0.6914974963237952,8.0,90.0
data_analysis-025,data_analysis,2,0.28328428264785843,0.300848555624508,0.06956593676963635,0.555566970368281,0.46638537881312264,0.368187686479836,8.0,90.0
data_analysis-026,data_analysis,3,0.41288121303941083,0.43420140391045686,0.502266869042334,0.5703951185404594,0.3326939207167343,0.561380026648918,8.0,90.0
data_analysis-027,data_analysis,4,0.5169337402425919,0.47552137417330187,0.23318642250288157,1.0,0.41830910942929245,0.8549693078202516,8.0,90.0
data_analysis-028,data_analysis,1,0.07668203392151704,0.4073068647346855,0.22430378401034717,0.6157094315395402,0.2666098025192562,0.6267491516131263,8.0,90.0
data_analysis-029,data_analysis,2,0.4013552726176753,0.4020785349389638,0.16024696695517915,0.9632277258238342,0.04511829617705487,0.6148832202365875,8.0,90.0
data_analysis-030,data_analysis,3,0.3709935468059522,0.48341042842006404,0.4948548477919874,0.6517646469318896,0.43297274603931074,0.836408450381718,8.0,90.0
data_analysis-031,data_analysis,4,0.6826499340283965,0.5774682768386734,0.5652044752339511,0.8709263305910516,0.6107937285964256,0.5326953399971981,8.0,90.0
data_analysis-032,data_analysis,1,0.14257583351378728,0.3424857185513038,0.22017713804919609,0.6545433939548058,0.006829407301490509,0.43995463023781317,8.0,90.0
data_analysis-033,data_analysis,2,0.278189424608949,0.3342218447622479,0.31130120902971675,0.8926240259967522,0.2303686963307494,0.5763501892125691,8.0,90.0
data_analysis-034,data_analysis,3,0.5434887860077577,0.4985263920001048,0.1775528103383327,0.9558012345608284,0.47585599911895643,0.8055761711842047,8.0,90.0
data_analysis-035,data_analysis,4,0.6679953214530133,0.4281674064878591,0.6493369387578949,1.0,0.45533960405901874,0.6565012312868987,8.0,90.0
data_analysis-036,data_analysis,1,0.1948806107410618,0.5722467288613835,0.34269947969336606,0.9280993103503614,0.14347508000783726,0.3658795615721558,8.0,90.0
data_analysis-037,data_analysis,2,0.3363299639182755,0.48866612327025455,0.3316893697401227,0.5573467510222809,0.3805062697845409,0.6203998790355258,8.0,90.0
data_analysis-038,data_analysis,3,0.40329105275231136,0.36471752632347865,0.26485006005626693,0.6915503531333334,0.3553670792751691,0.4482278695014874,8.0,90.0
data_analysis-039,data_analysis,4,0.5245188450442752,0.7899378368111434,0.25813754374547204,0.9547736453280826,0.512056366638293,0.813679157355119,8.0,90.0
data_analysis-040,data_analysis,1,0.13550442903290547,0.46254326725870376,0.26081334886532614,0.5858930354867449,0.386195617705267,0.43301807542077414,8.0,90.0
data_analysis-041,data_analysis,2,0.29948678189295425,0.33292914962814774,0.09393953909676717,0.7083211671802905,0.4715270350311318,0.7308896479645447,8.0,90.0
data_analysis-042,data_analysis,3,0.47835545239701194,0.2652149944652304,0.1657249566734783,0.568988852314348,0.1390101571897795,0.7404132571860338,8.0,90.0
data_analysis-043,data_analysis,4,0.6276347602093415,0.7805555457526476,0.34765340937291994,1.0,0.4361275305812346,0.7798585502587866,8.0,90.0
data_analysis-044,data_analysis,1,0.2708167686213975,0.6098719804145043,0.16553186449328677,0.555318113990342,0.1988349225600211,0.777056058034,8.0,90.0
data_analysis-045,data_analysis,2,0.42729526963856634,0.545731731556903,0.49315038510136966,0.843201848172727,0.48436601091763953,0.5370236522401921,8.0,90.0
data_analysis-046,data_analysis,3,0.40949336718403095,0.43565895400058735,0.4851934604166921,0.7758706793130093,0.08933165714677771,0.7451503131186517,8.0,90.0
data_analysis-047,data_analysis,4,0.6967105150585237,0.7916421136600917,0.5724215622092086,0.6736576150988862,0.5164467071616519,0.6119412609398591,8.0,90.0
data_analysis-048,data_analysis,1,0.2085528697777126,0.41857841877933616,0.17874192117694127,0.7279314198201341,0.3283391135824343,0.34379880041675315,8.0,90.0
data_analysis-049,data_analysis,2,0.20691060142177953,0.2616414758463156,0.1253409777677949,0.6795203247552836,0.34644673292827505,0.670399919086103,8.0,90.0
data_analysis-050,data_analysis,3,0.39269567032141883,0.5465635770793922,0.2954857256088335,0.7495529580756357,0.1971529894195475,0.6079927214331664,8.0,90.0
data_analysis-051,data_analysis,4,0.5752460215493669,0.3751040294150528,0.44396353210664213,0.9432813432710869,0.5998327302237255,0.7943760692883214,8.0,90.0
data_analysis-052,data_analysis,1,0.1233158683034401,0.274987155745197,0.08134168814217968,0.45918099796993955,0.10591578193437295,0.5269216485987595,8.0,90.0
data_analysis-053,data_analysis,2,0.3560511759509915,0.35987234480178887,0.5346139208479886,0.7993252528065697,0.4422766452256673,0.618991057269308,8.0,90.0
data_analysis-054,data_analysis,3,0.41619950542972517,0.7381527637831282,0.37452335990914454,0.6901113951977826,0.3940032771246468,0.7747659739222084,8.0,90.0
data_analysis-055,data_analysis,4,0.6429943666016227,0.6414338605130174,0.17820466603285878,1.0,0.36777253068349103,0.9375968093493532,8.0,90.0
data_analysis-056,data_analysis,1,0.2882399775806016,0.5785535607891039,0.47111480930891897,0.9005225838412619,0.16703716437246485,0.7755855879185019,8.0,90.0
data_analysis-057,data_analysis,2,0.352882735355306,0.3187563620566957,0.477026139481969,0.6743439752653727,0.12298969974639457,0.5220544455173155,8.0,90.0
data_analysis-058,data_analysis,3,0.4907239825913994,0.5318977562019136,0.35453132903956724,0.9518144778661556,0.36778985020590443,0.4914511364634864,8.0,90.0
data_analysis-059,data_analysis,4,0.6485636623054628,0.3893898184778418,0.6193988478381627,1.0,0.539377040697256,0.8700300282360154,8.0,90.0
research-000,research,1,0.09311054119119132,0.7651831810083474,0.7470581591597675,0.0,0.433896932403462,0.6930041428842204,8.0,90.0
research-001,research,2,0.3397731846094916,0.7922600368438346,0.9819056519251554,0.0,0.4110612917311921,0.8068558559402832,8.0,90.0
research-002,research,3,0.4945712220581229,0.763814666437518,1.0,0.14779093362011367,0.8390716518874757,0.6957979679556441,8.0,90.0
research-003,research,4,0.5427465772219059,0.6115219715429865,0.8468807368908877,0.055268359712855264,0.7787879630521379,0.6593049713503211,8.0,90.0
research-004,research,1,0.18987967601820013,0.3882942975213006,0.7238609459335545,0.2411219147956995,0.32860532871973575,0.47395653328035714,8.0,90.0
research-005,research,2,0.34542827245196495,0.6011116590127525,0.9688770469598915,0.0,0.6760013441362138,0.3872244163129816,8.0,90.0
research-006,research,3,0.5792344484401459,0.717506051731174,0.7488264514344115,0.3635641593201836,0.8085636135059419,0.9270114596074573,8.0,90.0
research-007,research,4,0.6929261865318372,0.6179426164998866,0.8505951900389521,0.1023115534881956,0.6820482080606579,0.574468996779688,8.0,90.0
research-008,research,1,0.1483191674399056,0.6249961024064672,0.8686621082737425,0.16920242356811976,0.24849635065314551,0.5147786919161692,8.0,90.0
research-009,research,2,0.3162955512536648,0.5305956739639195,0.5596130308490113,0.20750929895101142,0.3657622320438514,0.8750166119869472,8.0,90.0
research-010,research,3,0.42347177590319096,0.9144886883988057,0.9008120807749446,0.14809928604428166,0.6659773358013303,0.7612727884856946,8.0,90.0
research-011,research,4,0.5894241212326675,0.9872497499687574,0.6529693128004408,0.2719731757306562,0.8268215803752741,0.8342670198354143,8.0,90.0
research-012,research,1,0.1348862944817018,0.6601575852376182,0.46877473409859405,0.23702306276356483,0.2914334467367046,0.574906403638278,8.0,90.0
research-013,research,2,0.41770533543487276,0.7991461262930495,0.5955239597273675,0.06500101265533495,0.5556360483228268,0.548356317887804,8.0,90.0
research-014,research,3,0.39284098541513524,0.8394242856541687,0.9661256711676502,0.15903467846543493,0.44587163149001324,0.8406888450049124,8.0,90.0
research-015,research,4,0.5715906290046135,0.8770805457224736,0.7667732888416399,0.4060919938612894,0.6173499577925399,0.8941198761383566,8.0,90.0
research-016,research,1,0.2605550589284529,0.44468927205231695,0.7990146875626214,0.1759206529561818,0.31129201796388467,0.46131450000767965,8.0,90.0
research-017,research,2,0.25623029529769115,0.5825172790380413,0.9030900537475274,0.12472457551815705,0.37518114963589955,0.6959384053505097,8.0,90.0
research-018,research,3,0.4362987644662565,0.9636247656623453,0.818149966643833,0.0191181018498168,0.504234701746659,0.6665319786712226,8.0,90.0
research-019,research,4,0.7014945807957967,0.5433604041849603,0.9507311433895301,0.34955845255278123,0.5809185381792712,0.8320874752370792,8.0,90.0
research-020,research,1,0.11037916915017902,0.8217708869211451,0.8511781732476738,0.3238638185002867,0.5813141134544073,0.6007056063290326,8.0,90.0
research-021,research,2,0.33414114898745767,0.5985802218624403,0.6477227344365097,0.3639454112938175,0.6647180416173095,0.38775770808404264,8.0,90.0
research-022,research,3,0.45422626766800506,0.6035870066679982,0.7045068449487961,0.27968334679198203,0.5648112384711276,0.8266006514507902,8.0,90.0
research-023,research,4,0.6844541554605921,0.9770923845578645,0.7618732701679841,0.03124778701838138,0.5224355542520811,0.5529200797553232,8.0,90.0
research-024,research,1,0.21124076551693854,0.5018220819779249,0.4363940329096104,0.0,0.4760683099737075,0.46595471897283824,8.0,90.0
research-025,research,2,0.27919603342827526,0.4619939800939152,0.8287169400887662,0.17198061126820305,0.3081965685732155,0.43029626859660086,8.0,90.0
research-026,research,3,0.4762301279611094,0.5872021547820012,0.7692319520055164,0.26054103967973186,0.4428888269719327,0.5922240580777904,8.0,90.0
research-027,research,4,0.5806885636648162,0.8884144680269093,0.9330701614508807,0.2920787235098055,0.4665279449086798,0.6279373393171623,8.0,90.0
research-028,research,1,0.21789241015264632,0.4601290920012903,0.7946253193669999,0.34175043251869813,0.7416995104532109,0.7827304985775417,8.0,90.0
research-029,research,2,0.4013505755366722,0.5931330416484106,0.6562062942900445,0.20580315410976266,0.43017479378102746,0.8241301746928444,8.0,90.0
research-030,research,3,0.5211910679330534,0.49585773007421696,0.7825023857252087,0.0,0.7619755450121589,0.5644263954330878,8.0,90.0
research-031,research,4,0.493005038764965,0.631867049960575,0.7293173975955461,0.4336235595201918,0.6124629784526958,0.6016471112584443,8.0,90.0
research-032,research,1,0.24380339537504242,0.5729293299575657,0.4597771471958267,0.20853193702345957,0.5780798489934247,0.6685282639126178,8.0,90.0
research-033,research,2,0.27802339760524253,0.5718029407450271,0.7237986070529001,0.0,0.5573170684816453,0.6437214632177002,8.0,90.0
research-034,research,3,0.38184342937348514,0.6364677619209814,0.7073046302798364,0.048080407820895094,0.8519281412737176,0.8692497603518128,8.0,90.0
research-035,research,4,0.505527419910737,0.6612450677303772,1.0,0.44826603579518554,0.6727711277764359,0.6839142803495428,8.0,90.0
research-036,research,1,0.18637840591636698,0.6721775124205367,0.5349218378546678,0.07940471619701124,0.35233507226775607,0.5815171513538218,8.0,90.0
research-037,research,2,0.3341329807254515,0.6793407476368482,0.8783407300014514,0.03784143483558608,0.7394038742646147,0.6267917828884382,8.0,90.0
research-038,research,3,0.4693824997944597,0.897792112442882,0.700380299105293,0.45609578404901907,0.5535010362144666,0.7451183375945372,8.0,90.0
research-039,research,4,0.6758132150158069,0.6084963937356032,0.8681544005305238,0.5023751942556638,0.7768710432349817,0.5581283415753968,8.0,90.0
research-040,research,1,0.285833435332161,0.695990993279749,0.45803893820141633,0.1808218092673276,0.26476193085449623,0.7222556141739431,8.0,90.0
research-041,research,2,0.24477729563650075,0.5119931597232397,0.6162792722996406,0.1726596010213731,0.4808254263102613,0.6111470911215775,8.0,90.0
research-042,research,3,0.4710568987562235,0.5043213925933783,0.6303170818087694,0.03444922914325152,0.6781125595524877,0.6823711503758302,8.0,90.0
research-043,research,4,0.6593153454186844,0.5470048249537056,0.7029682740367109,0.19457839462170506,0.683872951909859,0.7253199248030568,8.0,90.0
research-044,research,1,0.08271745089237575,0.44500896699775494,0.5897516741813937,0.20490849937587224,0.26763649966879666,0.33128234333608003,8.0,90.0
research-045,research,2,0.2393144992052258,0.7155049666905368,0.834821154245991,0.30922799876670104,0.4311138494639533,0.7608785664591484,8.0,90.0
research-046,research,3,0.38096058471403266,0.5731634687970881,0.9457272167878368,0.16892008030190767,0.5740660008767084,0.8540525467761291,8.0,90.0
research-047,research,4,0.5812735242625052,0.6448265015394338,1.0,0.11885683451723206,0.49175654029794635,0.988431766444434,8.0,90.0
research-048,research,1,0.16571439373813068,0.5790887606866163,0.8555838868140844,0.20002119306169847,0.7317152532514456,0.6421731582969756,8.0,90.0
research-049,research,2,0.22780468658695147,0.8964644958042236,0.7858043648369861,0.0,0.750966938775232,0.7520263422855975,8.0,90.0
research-050,research,3,0.4938652803306345,0.5169093742740727,0.8949032250010301,0.2685926512178439,0.43653325600604337,0.5235609233512275,8.0,90.0
research-051,research,4,0.6355662612243425,0.6271496311555823,1.0,0.5040189796235297,0.4277509121108928,0.9779968679878183,8.0,90.0
research-052,research,1,0.18504419885910287,0.8243349966193617,0.8222253647026846,0.0,0.4301135046716847,0.3322607774904909,8.0,90.0
research-053,research,2,0.33431521634326833,0.865868380043976,0.902734409549024,0.1465857104387366,0.3714737391004816,0.779165785998077,8.0,90.0
research-054,research,3,0.5008051083568223,0.9623356819115381,0.7655084169559264,0.2617705715933538,0.654018951834124,0.9028645593605416,8.0,90.0
research-055,research,4,0.6782286425765492,0.6956257860172758,0.7199283005570509,0.35351457923214075,0.6429940874448393,0.6654710606712753,8.0,90.0
research-056,research,1,0.2016500402245639,0.6301986198908296,0.6926556243986135,0.0,0.38555806747361265,0.3461151269098465,8.0,90.0
research-057,research,2,0.3379943751563375,0.4576251420663205,0.9437807052300804,0.1846889710008995,0.49561707764541746,0.7052345414466793,8.0,90.0
research-058,research,3,0.3652367515418013,0.7059820028146484,0.7768153106450393,0.0,0.8065873937249668,0.5046602972842132,8.0,90.0
research-059,research,4,0.49707007483109067,0.5784293505853979,0.8598836419749147,0.13997411436675283,0.8984341570965555,0.8669653648539217,8.0,90.0
document_processing-000,document_processing,1,0.13368784718192234,0.3884786848754177,0.3673373626635924,0.6094414759296997,0.3600408086736256,0.7661183419571551,8.0,90.0
document_processing-001,document_processing,2,0.3233810046813247,0.377890440531104,0.5236269590145495,0.6308258965189317,0.30772749201406147,0.6625192785204637,8.0,90.0
document_processing-002,document_processing,3,0.5245090188629339,0.6217178101562617,0.6269335818338555,0.48197706062056633,0.31534428396927633,0.7367614607088386,8.0,90.0
document_processing-003,document_processing,4,0.5723330349866849,0.5466866572063815,0.7677759987921227,0.5339184828471915,0.08067467085627827,1.0,8.0,90.0
document_processing-004,document_processing,1,0.12415387231168624,0.10452092412686831,0.5402106102727434,0.1976440360198629,0.028017976062683192,0.6681747571895875,8.0,90.0
document_processing-005,document_processing,2,0.4287632367558044,0.3583547672019623,0.7301318324370101,0.19564887163590555,0.2636076557245747,0.7225037051974246,8.0,90.0
document_processing-006,document_processing,3,0.43729609276250186,0.258583393405188,0.6017434585312016,0.3459009989595546,0.055490393320696274,0.6025313695419097,8.0,90.0
document_processing-007,document_processing,4,0.5271943993290298,0.30802954897931206,0.5253291382089142,0.7874700102802977,0.27295841103951973,0.5753856629293997,8.0,90.0
document_processing-008,document_processing,1,0.10023139167439621,0.21883912441045994,0.7077006581760839,0.3898607116430594,0.3635847855144685,0.4497760816490278,8.0,90.0
document_processing-009,document_processing,2,0.4158539738310505,0.5982537884874065,0.4717761520543865,0.6035782074588684,0.364036918106045,0.7436707486051669,8.0,90.0
document_processing-010,document_processing,3,0.5418150155828744,0.4723497637622606,0.4352867984610383,0.7174591373006896,0.5069148668700516,0.8644321596137321,8.0,90.0
document_processing-011,document_processing,4,0.6361038469991765,0.5102444263938074,0.9394892863730457,0.7709853530360034,0.5235616617618291,1.0,8.0,90.0
document_processing-012,document_processing,1,0.061752677476824766,0.5730112898404169,0.33100717891497505,0.17304481867083088,0.23343397448028885,0.5470613111726925,8.0,90.0
document_processing-013,document_processing,2,0.3311668160574369,0.4513734881816498,0.38430238243707565,0.6448961793606793,0.0,0.8128518690455979,8.0,90.0
document_processing-014,document_processing,3,0.42448299866013917,0.47122686429206695,0.6758465858687082,0.5076082238480022,0.2651333261289186,0.5441115350338478,8.0,90.0
document_processing-015,document_processing,4,0.5014497192641492,0.5208798014856132,0.7045116053799576,0.413643579600169,0.08006536205673936,0.765418623074449,8.0,90.0
document_processing-016,document_processing,1,0.14090207111805084,0.4249341451471008,0.39673519466658225,0.24594289736669178,0.18708699390054995,0.6599237660926675,8.0,90.0
document_processing-017,document_processing,2,0.37947920933880847,0.2819640057666955,0.6855704093559766,0.26695795799832595,0.008707837831012949,0.6346652190175478,8.0,90.0
document_processing-018,document_processing,3,0.4538465688298428,0.262645678747329,0.8876362869400211,0.6688372206569393,0.4069799621522729,0.9288829687911198,8.0,90.0
document_processing-019,document_processing,4,0.4803617098589051,0.5992188930101106,0.8158555729646175,0.45369689932356144,0.3199889179696007,0.6301850851576295,8.0,90.0
document_processing-020,document_processing,1,0.18295468379723662,0.277271589225492,0.7903989718034048,0.3765094178515245,0.11681463938517311,0.6908775704302271,8.0,90.0
document_processing-021,document_processing,2,0.29053768076479924,0.3204813434303599,0.7337912339033691,0.4781301794238861,0.2876430215399324,0.5814968143238928,8.0,90.0
document_processing-022,document_processing,3,0.41365051224205696,0.31987927669053956,0.5693697164753841,0.5752309351274802,0.35757569400167016,0.8007162088887383,8.0,90.0
document_processing-023,document_processing,4,0.6215779246635775,0.5181254321727364,0.9587192646732632,0.4637754254052196,0.4406223436278133,0.9297193401239197,8.0,90.0
document_processing-024,document_processing,1,0.2189130869116496,0.20882679918589475,0.5432314666751547,0.5984341196683721,0.2111516307089586,0.6588060082970102,8.0,90.0
document_processing-025,document_processing,2,0.26049275044254594,0.19906710664748356,0.42608706952622905,0.4889977695325664,0.11804231460255912,0.6663558533053147,8.0,90.0
document_processing-026,document_processing,3,0.4809427811887632,0.4196550219078276,0.5652448305055536,0.31278245218522355,0.33426187226679693,0.5200043578597859,8.0,90.0
document_processing-027,document_processing,4,0.5456908364989379,0.30061664010369704,0.888473556506488,0.5144208658103241,0.10662830399638734,0.7651029807078262,8.0,90.0
document_processing-028,document_processing,1,0.15850598478823896,0.4721624323874968,0.6714580158152651,0.5429232192687623,0.03295708733032482,0.7773150687741304,8.0,90.0
document_processing-029,document_processing,2,0.25119826851295113,0.2907218796760028,0.5190748371857128,0.26657605477296087,0.2687057105746864,0.4778177388182919,8.0,90.0
document_processing-030,document_processing,3,0.4995259731866677,0.5470273079516978,0.7737854378622361,0.6174725994287161,0.21918551141339798,0.951314856008945,8.0,90.0
document_processing-031,document_processing,4,0.5747055230277758,0.33543867409264383,0.5232533409813314,0.48508106920290384,0.37327606191947504,0.8947697806972961,8.0,90.0
document_processing-032,document_processing,1,0.14343224084193462,0.3957094920764806,0.45893980798115974,0.3989644131743312,0.3928898636178542,0.7543034165488773,8.0,90.0
document_processing-033,document_processing,2,0.24689367228799952,0.6035924439584972,0.4837825930700721,0.4368353077099644,0.0,0.7730963536530052,8.0,90.0
document_processing-034,document_processing,3,0.4592550140874113,0.28241697850721276,0.632754741423351,0.5277329755017008,0.2399144078297002,0.7050767060978926,8.0,90.0
document_processing-035,document_processing,4,0.5515071913655127,0.2820870960199676,0.6260637443434411,0.3105809155092583,0.37081313160746765,0.7412198749250575,8.0,90.0
document_processing-036,document_processing,1,0.28713949175632886,0.29451215500321065,0.7995115906416022,0.44221874893406227,0.1749363660880242,0.8221990774113674,8.0,90.0
document_processing-037,document_processing,2,0.2841736014209477,0.28528461337484884,0.6949157477582397,0.6608970587487135,0.21551299747143524,0.878339515589147,8.0,90.0
document_processing-038,document_processing,3,0.5582915205315461,0.39226692201850943,0.5277760844435528,0.44813924404115196,0.23213124598343143,0.8289068727652718,8.0,90.0
document_processing-039,document_processing,4,0.6876072422354639,0.6795703716023533,0.8726732626706497,0.5721067691765837,0.2614555765547903,1.0,8.0,90.0
document_processing-040,document_processing,1,0.2553729185294433,0.10206873903792546,0.4255624560091844,0.21491058219421477,0.2163868684828188,0.6439414892997626,8.0,90.0
document_processing-041,document_processing,2,0.252163360233684,0.3602237924674487,0.4572551964744712,0.19803704792763177,0.004789655587960268,0.5132492799942341,8.0,90.0
document_processing-042,document_processing,3,0.43992728334964426,0.25906200340898583,0.7182444416992728,0.5554608900693345,0.5142756862993403,0.8306260540279187,8.0,90.0
document_processing-043,document_processing,4,0.5161633863346501,0.4130979700036555,0.921240314705071,0.3408565102909209,0.10566008583367947,0.743377209525101,8.0,90.0
document_processing-044,document_processing,1,0.19306910787796247,0.4011698321024816,0.3572719855742384,0.1802396307391383,0.316686170215449,0.8445892599141726,8.0,90.0
document_processing-045,document_processing,2,0.3119025718280719,0.38535647027523506,0.6597228347551768,0.2448072240002277,0.13571576638779045,0.5371990719562788,8.0,90.0
document_processing-046,document_processing,3,0.5673368837790629,0.6249088290178638,0.4672772467067573,0.7365185147179247,0.4153307768017076,0.729292009895992,8.0,90.0
document_processing-047,document_processing,4,0.4947220774569874,0.29808238394779213,0.8153763019434026,0.5040217852457927,0.568262560750223,0.793396219826763,8.0,90.0
document_processing-048,document_processing,1,0.07648500369025221,0.32528716233204025,0.6810905032550655,0.6263513069117451,0.1113262157939553,0.6215748524676813,8.0,90.0
document_processing-049,document_processing,2,0.4055734201818324,0.4989371337928853,0.624488633305108,0.3948054977840767,0.13753815498646135,0.5469428390673057,8.0,90.0
document_processing-050,document_processing,3,0.5067669377799577,0.4987537978827298,0.8131029873621904,0.36656344151505066,0.4182661060789713,0.9104467056033552,8.0,90.0
document_processing-051,document_processing,4,0.6282751612619378,0.43494742577031476,0.84870982183445,0.49774573279987516,0.38937334583242766,0.8614334737074085,8.0,90.0
document_processing-052,document_processing,1,0.2051614442892404,0.24708080227272267,0.736421727891795,0.5608746752827923,0.06288760734325843,0.7783194897502564,8.0,90.0
document_processing-053,document_processing,2,0.26963292195810473,0.23314046862560972,0.572030224103699,0.19952665744542486,0.267298857315421,0.7261700997504998,8.0,90.0
document_processing-054,document_processing,3,0.44602494209345744,0.5667292267541817,0.8520618719629978,0.34146579916674186,0.48369838764233203,0.8814129571265286,8.0,90.0
document_processing-055,document_processing,4,0.5392304813896461,0.4314109886242789,0.7311048703974634,0.7688364503736744,0.22814598929257096,1.0,8.0,90.0
document_processing-056,document_processing,1,0.213082044344156,0.5462962634790238,0.6079349119772748,0.29631772390445105,0.06661258655788349,0.8680516640844339,8.0,90.0
document_processing-057,document_processing,2,0.22556106920663183,0.47300381517574047,0.5655026303490764,0.3946527329544315,0.1933839321461622,0.6506682786182654,8.0,90.0
document_processing-058,document_processing,3,0.4766556871725487,0.38381442215060835,0.8293492603030006,0.45279249383387027,0.35741025556955486,0.8096755027936331,8.0,90.0
document_processing-059,document_processing,4,0.5951531088531382,0.4316309081556231,0.852813677177659,0.485672524629115,0.2478568939579463,0.698044539773214,8.0,90.0
